timestamp,value,usdt,sol,price
1764892860000,1000.000000,1000.000000,0.00000000,139.080000
1764892920000,1000.000000,1000.000000,0.00000000,139.070000
1764892980000,1000.000000,1000.000000,0.00000000,139.140000
1764893040000,1000.000000,1000.000000,0.00000000,139.120000
1764893100000,1000.000000,1000.000000,0.00000000,139.260000
1764893160000,1000.000000,1000.000000,0.00000000,139.180000
1764893220000,999.986404,989.990000,0.07191141,139.010000
1764893280000,999.995034,989.990000,0.07191141,139.130000
1764893340000,999.980000,979.980000,0.14382281,139.060000
1764893400000,999.981438,979.980000,0.14382281,139.070000
1764893460000,999.981438,979.980000,0.14382281,139.070000
1764893520000,999.959213,969.970000,0.21573422,139.010000
1764893580000,999.948427,969.970000,0.21573422,138.960000
1764893640000,999.941955,969.970000,0.21573422,138.930000
1764893700000,999.961371,969.970000,0.21573422,139.020000
1764893760000,999.963528,969.970000,0.21573422,139.030000
1764893820000,999.941955,969.970000,0.21573422,138.930000
1764893880000,999.963528,969.970000,0.21573422,139.030000
1764893940000,999.970000,969.970000,0.21573422,139.060000
1764894000000,999.952741,969.970000,0.21573422,138.980000
1764894060000,999.978629,969.970000,0.21573422,139.100000
1764894120000,1000.013147,969.970000,0.21573422,139.260000
1764894180000,1000.032673,1000.032673,0.00000000,139.490000
1764894240000,1000.032673,1000.032673,0.00000000,139.630000
1764894300000,1000.032673,1000.032673,0.00000000,139.570000
1764894360000,1000.032673,1000.032673,0.00000000,139.410000
1764894420000,1000.032673,1000.032673,0.00000000,139.400000
1764894480000,1000.032673,1000.032673,0.00000000,139.400000
1764894540000,1000.032673,1000.032673,0.00000000,139.390000
1764894600000,1000.032673,1000.032673,0.00000000,139.330000
1764894660000,1000.032673,1000.032673,0.00000000,139.460000
1764894720000,1000.032673,1000.032673,0.00000000,139.560000
1764894780000,1000.032673,1000.032673,0.00000000,139.500000
1764894840000,1000.032673,1000.032673,0.00000000,139.480000
1764894900000,1000.032673,1000.032673,0.00000000,139.290000
1764894960000,1000.032673,1000.032673,0.00000000,139.320000
1764895020000,1000.032673,1000.032673,0.00000000,139.520000
1764895080000,1000.032673,1000.032673,0.00000000,139.520000
1764895140000,1000.032673,1000.032673,0.00000000,139.470000
1764895200000,1000.032673,1000.032673,0.00000000,139.480000
1764895260000,1000.032673,1000.032673,0.00000000,139.520000
1764895320000,1000.032673,1000.032673,0.00000000,139.580000
1764895380000,1000.032673,1000.032673,0.00000000,139.550000
1764895440000,1000.032673,1000.032673,0.00000000,139.550000
1764895500000,1000.032673,1000.032673,0.00000000,139.450000
1764895560000,1000.032673,1000.032673,0.00000000,139.360000
1764895620000,1000.032673,1000.032673,0.00000000,139.340000
1764895680000,1000.032673,1000.032673,0.00000000,139.470000
1764895740000,1000.032673,1000.032673,0.00000000,139.530000
1764895800000,1000.032673,1000.032673,0.00000000,139.360000
1764895860000,1000.032673,1000.032673,0.00000000,139.370000
1764895920000,1000.032673,1000.032673,0.00000000,139.410000
1764895980000,1000.032673,1000.032673,0.00000000,139.420000
1764896040000,1000.032673,1000.032673,0.00000000,139.250000
1764896100000,1000.032673,1000.032673,0.00000000,139.180000
1764896160000,1000.032673,1000.032673,0.00000000,139.250000
1764896220000,1000.032673,1000.032673,0.00000000,139.280000
1764896280000,1000.032673,1000.032673,0.00000000,139.300000
1764896340000,1000.032673,1000.032673,0.00000000,139.240000
1764896400000,1000.032673,1000.032673,0.00000000,139.260000
1764896460000,1000.032673,1000.032673,0.00000000,139.280000
1764896520000,1000.032673,1000.032673,0.00000000,139.290000
1764896580000,1000.032673,1000.032673,0.00000000,139.350000
1764896640000,1000.032673,1000.032673,0.00000000,139.450000
1764896700000,1000.032673,1000.032673,0.00000000,139.490000
1764896760000,1000.032673,1000.032673,0.00000000,139.660000
1764896820000,1000.032673,1000.032673,0.00000000,139.710000
1764896880000,1000.032673,1000.032673,0.00000000,139.710000
1764896940000,1000.032673,1000.032673,0.00000000,139.690000
1764897000000,1000.032673,1000.032673,0.00000000,139.670000
1764897060000,1000.032673,1000.032673,0.00000000,139.530000
1764897120000,1000.032673,1000.032673,0.00000000,139.420000
1764897180000,1000.032673,1000.032673,0.00000000,139.400000
1764897240000,1000.032673,1000.032673,0.00000000,139.300000
1764897300000,1000.032673,1000.032673,0.00000000,139.470000
1764897360000,1000.032673,1000.032673,0.00000000,139.660000
1764897420000,1000.032673,1000.032673,0.00000000,139.620000
1764897480000,1000.032673,1000.032673,0.00000000,139.630000
1764897540000,1000.032673,1000.032673,0.00000000,139.560000
1764897600000,1000.032673,1000.032673,0.00000000,139.420000
1764897660000,1000.032673,1000.032673,0.00000000,139.620000
1764897720000,1000.032673,1000.032673,0.00000000,139.700000
1764897780000,1000.032673,1000.032673,0.00000000,139.750000
1764897840000,1000.032673,1000.032673,0.00000000,139.810000
1764897900000,1000.032673,1000.032673,0.00000000,139.900000
1764897960000,1000.032673,1000.032673,0.00000000,139.790000
1764898020000,1000.032673,1000.032673,0.00000000,139.890000
1764898080000,1000.032673,1000.032673,0.00000000,140.050000
1764898140000,1000.032673,1000.032673,0.00000000,139.930000
1764898200000,1000.032673,1000.032673,0.00000000,139.930000
1764898260000,1000.032673,1000.032673,0.00000000,139.950000
1764898320000,1000.032673,1000.032673,0.00000000,139.990000
1764898380000,1000.032673,1000.032673,0.00000000,139.900000
1764898440000,1000.032673,1000.032673,0.00000000,139.800000
1764898500000,1000.032673,1000.032673,0.00000000,139.600000
1764898560000,1000.032673,1000.032673,0.00000000,139.730000
1764898620000,1000.032673,1000.032673,0.00000000,139.680000
1764898680000,1000.032673,1000.032673,0.00000000,139.800000
1764898740000,1000.032673,1000.032673,0.00000000,139.950000
