timestamp,open,high,low,close,volume
1704067200000,101.72000000,102.79000000,101.56000000,101.96000000,196680.93000000
1704070800000,101.96000000,104.75000000,101.51000000,104.12000000,242095.33000000
1704074400000,104.11000000,104.34000000,103.22000000,103.69000000,125943.27000000
1704078000000,103.69000000,103.99000000,102.54000000,103.07000000,126749.20000000
1704081600000,103.07000000,103.98000000,101.53000000,102.62000000,157782.35000000
1704085200000,102.63000000,102.83000000,101.44000000,101.64000000,82799.69000000
1704088800000,101.64000000,102.52000000,101.54000000,102.34000000,76782.75000000
1704092400000,102.34000000,103.25000000,101.77000000,102.51000000,108281.32000000
1704096000000,102.49000000,102.98000000,101.95000000,102.48000000,87915.63000000
1704099600000,102.49000000,104.31000000,101.78000000,104.03000000,184194.03000000
1704103200000,104.04000000,104.95000000,103.94000000,104.14000000,239985.00000000
1704106800000,104.14000000,104.59000000,103.74000000,104.32000000,132444.07000000
1704110400000,104.33000000,106.10000000,103.86000000,104.76000000,267177.81000000
1704114000000,104.76000000,105.81000000,104.36000000,105.31000000,191274.15000000
1704117600000,105.31000000,105.34000000,104.28000000,104.39000000,136742.53000000
1704121200000,104.39000000,106.39000000,104.15000000,105.98000000,183898.00000000
1704124800000,105.99000000,108.39000000,105.83000000,106.64000000,397796.60000000
1704128400000,106.63000000,107.20000000,106.05000000,107.09000000,145583.45000000
1704132000000,107.09000000,108.48000000,107.09000000,107.88000000,250716.50000000
1704135600000,107.88000000,109.07000000,107.40000000,108.81000000,218337.08000000
1704139200000,108.82000000,109.47000000,107.59000000,107.88000000,312126.53000000
1704142800000,107.90000000,108.33000000,107.47000000,108.04000000,182230.12000000
1704146400000,108.03000000,108.14000000,107.12000000,108.09000000,112720.60000000
1704150000000,108.09000000,109.93000000,108.08000000,109.91000000,243053.43000000
1704153600000,109.93000000,110.96000000,108.46000000,110.54000000,406807.79000000
1704157200000,110.54000000,113.15000000,110.52000000,111.05000000,662980.31000000
1704160800000,111.04000000,111.94000000,110.94000000,111.92000000,255417.34000000
1704164400000,111.92000000,112.00000000,110.74000000,111.41000000,187485.23000000
1704168000000,111.41000000,112.89000000,110.89000000,112.46000000,193874.85000000
1704171600000,112.46000000,113.20000000,112.13000000,112.61000000,247067.37000000
1704175200000,112.62000000,113.29000000,111.78000000,112.64000000,184697.80000000
1704178800000,112.64000000,114.70000000,112.62000000,114.47000000,399556.55000000
1704182400000,114.47000000,115.06000000,113.67000000,114.49000000,417543.09000000
1704186000000,114.50000000,116.95000000,114.33000000,115.87000000,489736.07000000
1704189600000,115.86000000,116.61000000,114.30000000,115.29000000,377340.83000000
1704193200000,115.28000000,115.68000000,112.55000000,113.86000000,405231.49000000
1704196800000,113.86000000,114.38000000,112.79000000,112.94000000,239378.18000000
1704200400000,112.94000000,114.05000000,112.87000000,113.32000000,178871.72000000
1704204000000,113.31000000,113.76000000,109.14000000,110.02000000,575426.84000000
1704207600000,110.01000000,110.70000000,107.66000000,109.61000000,637991.59000000
1704211200000,109.62000000,110.43000000,108.50000000,110.14000000,336936.76000000
